"drinkName_name","drinkName_drinkImage","drinkName_about","drinkName_ingredients_ingredient","drinkName_ingredients_amount","drinkName_mix_how"
"Happy Pill","https://cdn.liquor.com/wp-content/uploads/2018/01/31120524/Happy-Pill-720x720-recipe.jpg","This cocktail at Chica in Las Vegas’ Venetian is a balanced version of a Tiki classic, the Painkiller.","Plantation dark rum","30 ml",""
"Happy Pill","https://cdn.liquor.com/wp-content/uploads/2018/01/31120524/Happy-Pill-720x720-recipe.jpg","This cocktail at Chica in Las Vegas’ Venetian is a balanced version of a Tiki classic, the Painkiller.","Fresh lime juice","15 ml",""
"Happy Pill","https://cdn.liquor.com/wp-content/uploads/2018/01/31120524/Happy-Pill-720x720-recipe.jpg","This cocktail at Chica in Las Vegas’ Venetian is a balanced version of a Tiki classic, the Painkiller.","Grilled pineapple juice*","22 ml",""
"Happy Pill","https://cdn.liquor.com/wp-content/uploads/2018/01/31120524/Happy-Pill-720x720-recipe.jpg","This cocktail at Chica in Las Vegas’ Venetian is a balanced version of a Tiki classic, the Painkiller.","Fresh orange juice","22 ml",""
"Happy Pill","https://cdn.liquor.com/wp-content/uploads/2018/01/31120524/Happy-Pill-720x720-recipe.jpg","This cocktail at Chica in Las Vegas’ Venetian is a balanced version of a Tiki classic, the Painkiller.","Coconut cream","15 ml",""
"Happy Pill","https://cdn.liquor.com/wp-content/uploads/2018/01/31120524/Happy-Pill-720x720-recipe.jpg","This cocktail at Chica in Las Vegas’ Venetian is a balanced version of a Tiki classic, the Painkiller.","Kalani coconut liqueur","30 ml",""
"","","","","","Add all the ingredients into a shaker with ice and shake."
"","","","","","Pour into a metal cup or highball over crushed ice."
"","","","","","Garnish with a skewered cherry and orange slice."
"","","","","","Dust with fresh grated nutmeg."
"","","","","","*Grilled pineapple juice: Grill 6 pineapple wedges in a stovetop pan on medium-high heat for 2 minutes on each side. Muddle and strain."
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Eggs","2",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Sugar","3⁄4 cup",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Vanilla extract","1 tsp",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Butter, melted","1⁄2 cup",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Pinot noir wine","2 tbsp",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Ghirardelli sweet ground cocoa","3⁄4 cup",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Unbleached all-purpose flour","2⁄3 cup",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Baking powder","1⁄4 tsp",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Salt","1⁄4 tsp",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Walnuts, toasted and chopped","1⁄2 cup",""
"Pinot Noir Chocolate Brownies","https://cdn.liquor.com/wp-content/uploads/2018/01/30105453/pinot-noir-brownies-720-720-recipe.jpg","Deep, dark chocolate is every so slightly accented with pinot noir in this decadent adults-only dessert.","Chocolate glaze*","180 ml",""
"","","","","","Preheat oven to 350 degrees F."
"","","","","","In a mixing bowl, combine the eggs with the sugar and vanilla, then add the butter and wine."
"","","","","","In a separate mixing bowl, stir the cocoa with the flour, baking powder and salt."
"","","","","","Combine the two mixtures together, and add the walnuts."
"","","","","","Spread onto a greased 8-inch-by-8-inch pan."
"","","","","","Bake 25 to 30 minutes."
"","","","","","*Chocolate glaze: Melt 4 tbsp unsalted butter over medium heat. Reduce heat to low, and add 1 oz unsweetened chocolate, 4 1/2 tbsp granulated sugar and 3 tbsp pinot noir wine. Continue heating over low heat, stirring often, until mixture is smooth (don't let it boil). Spoon the hot glaze over the brownies, and let stand for at least 1 hour; 12 hours is best."
"Harvest Time","https://cdn.liquor.com/wp-content/uploads/2018/01/25135348/harvest-time-720x720-recipe.jpg","Both locations of RedFarm are local NYC go-tos for hip dim sum and a red-and-white-checkered farmhouse vibe. During these cold winter days, Shawn Chen serves the warming Harvest Time. BenRiach scotch’s smoky campfire notes are given tart, bitter and spiced balance from warm apple cider, a touch of Campari liqueur, house-made ginger syrup and fresh yuzu citrus.","BenRiach Curiositas peated 10-year-old scotch","22 ml",""
"Harvest Time","https://cdn.liquor.com/wp-content/uploads/2018/01/25135348/harvest-time-720x720-recipe.jpg","Both locations of RedFarm are local NYC go-tos for hip dim sum and a red-and-white-checkered farmhouse vibe. During these cold winter days, Shawn Chen serves the warming Harvest Time. BenRiach scotch’s smoky campfire notes are given tart, bitter and spiced balance from warm apple cider, a touch of Campari liqueur, house-made ginger syrup and fresh yuzu citrus.","Campari liqueur","7.5 ml",""
"Harvest Time","https://cdn.liquor.com/wp-content/uploads/2018/01/25135348/harvest-time-720x720-recipe.jpg","Both locations of RedFarm are local NYC go-tos for hip dim sum and a red-and-white-checkered farmhouse vibe. During these cold winter days, Shawn Chen serves the warming Harvest Time. BenRiach scotch’s smoky campfire notes are given tart, bitter and spiced balance from warm apple cider, a touch of Campari liqueur, house-made ginger syrup and fresh yuzu citrus.","Ginger syrup*","15 ml",""
"Harvest Time","https://cdn.liquor.com/wp-content/uploads/2018/01/25135348/harvest-time-720x720-recipe.jpg","Both locations of RedFarm are local NYC go-tos for hip dim sum and a red-and-white-checkered farmhouse vibe. During these cold winter days, Shawn Chen serves the warming Harvest Time. BenRiach scotch’s smoky campfire notes are given tart, bitter and spiced balance from warm apple cider, a touch of Campari liqueur, house-made ginger syrup and fresh yuzu citrus.","Yuzu or lemon juice","15 ml",""
"Harvest Time","https://cdn.liquor.com/wp-content/uploads/2018/01/25135348/harvest-time-720x720-recipe.jpg","Both locations of RedFarm are local NYC go-tos for hip dim sum and a red-and-white-checkered farmhouse vibe. During these cold winter days, Shawn Chen serves the warming Harvest Time. BenRiach scotch’s smoky campfire notes are given tart, bitter and spiced balance from warm apple cider, a touch of Campari liqueur, house-made ginger syrup and fresh yuzu citrus.","Warm apple cider","120 ml",""
"","","","","","Bring the apple cider to a simmer in a medium saucepan."
"","","","","","Add the scotch, liqueur, syrup and juice, and stir until warm."
"","","","","","Remove from heat, and pour into a heatproof mug or glass."
"","","","","","Garnish with a sprinkle of cinnamon powder and a lemon wheel studded with 3 cloves."
"","","","","","*Ginger syrup: Purée 2 cups peeled sliced ginger and 2 cups boiling water on high in a Vitamix. Add 4 cups light brown sugar and stir to combine. Let macerate for a day, strain out solids and store syrup in the refrigerator."
"Cold-Brew Negroni","https://cdn.liquor.com/wp-content/uploads/2018/01/25083455/Cold-Brew-Negroni-720x720-recipe.jpg","Rather than adding coffee as an ingredient, Pam Wiznitzer of New York City’s Seamstress infuses it straight into Campari liqueur. From there, you can make a Boulevardier or anything else with the liqueur, but the classic Negroni is the best way to go.","Cold-brew-coffee-infused Campari liqueur*","30 ml",""
"Cold-Brew Negroni","https://cdn.liquor.com/wp-content/uploads/2018/01/25083455/Cold-Brew-Negroni-720x720-recipe.jpg","Rather than adding coffee as an ingredient, Pam Wiznitzer of New York City’s Seamstress infuses it straight into Campari liqueur. From there, you can make a Boulevardier or anything else with the liqueur, but the classic Negroni is the best way to go.","Gin","30 ml",""
"Cold-Brew Negroni","https://cdn.liquor.com/wp-content/uploads/2018/01/25083455/Cold-Brew-Negroni-720x720-recipe.jpg","Rather than adding coffee as an ingredient, Pam Wiznitzer of New York City’s Seamstress infuses it straight into Campari liqueur. From there, you can make a Boulevardier or anything else with the liqueur, but the classic Negroni is the best way to go.","Sweet vermouth","30 ml",""
"","","","","","Add the infused liqueur, gin and vermouth into a mixing glass with ice and stir."
"","","","","","Strain into an Old Fashioned glass over a large ice cube."
"","","","","","Express an orange peel over the drink, and drop it in."
"","","","","","*Cold-brew-coffee-infused Campari liqueur: First fill a Mason jar or similar vessel halfway with coffee grounds, and pour in the Campari. Steep for as little as 10 minutes or as long as overnight, then strain the coffee out with a standard coffee filter."
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Amaro Meletti","30 ml",""
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Campari liqueur","7.5 ml",""
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Pineapple juice","22 ml",""
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Lime juice","22 ml",""
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Cold-brew coffee","30 ml",""
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Demerara syrup","7.5 ml",""
"Roman Holiday","https://cdn.liquor.com/wp-content/uploads/2018/01/25082750/Roman-Holiday-720x720-recipe.jpg","Campari liqueur and pineapple juice in your cup of joe? Yep! From Cindy’s in Chicago, this cocktail is a balancing act of bitter and sweet, with a backbone of Amaro Meletti and cold-brew coffee. Think of it as Tiki’s Italian cousin with a caffeine buzz.","Sea salt","1 pinch",""
"","","","","","Add all the ingredients into a shaker with ice and shake."
"","","","","","Strain into a double rocks glass over crushed ice."
"","","","","","Garnish with 1 cinnamon stick."
"Italian Chocolate Martini","https://cdn.liquor.com/wp-content/uploads/2018/01/25081419/Italian-Chocolate-Martini-720x720-recipe.jpg","Head bartender Nicholas Boden invented a caffeinated, bittersweet take on the classic Chocolate Martini for his bar at Tavernonna Italian Kitchen, in Kansas City, Mo.’s Hotel Phillips. The foamy drink uses Italian amaro to complement the Italian cuisine served at the restaurant, and the drink is topped with three coffee beans meant to represent health, happiness and prosperity.","Chilled espresso","30 ml",""
"Italian Chocolate Martini","https://cdn.liquor.com/wp-content/uploads/2018/01/25081419/Italian-Chocolate-Martini-720x720-recipe.jpg","Head bartender Nicholas Boden invented a caffeinated, bittersweet take on the classic Chocolate Martini for his bar at Tavernonna Italian Kitchen, in Kansas City, Mo.’s Hotel Phillips. The foamy drink uses Italian amaro to complement the Italian cuisine served at the restaurant, and the drink is topped with three coffee beans meant to represent health, happiness and prosperity.","Amaro Averna","45 ml",""
"Italian Chocolate Martini","https://cdn.liquor.com/wp-content/uploads/2018/01/25081419/Italian-Chocolate-Martini-720x720-recipe.jpg","Head bartender Nicholas Boden invented a caffeinated, bittersweet take on the classic Chocolate Martini for his bar at Tavernonna Italian Kitchen, in Kansas City, Mo.’s Hotel Phillips. The foamy drink uses Italian amaro to complement the Italian cuisine served at the restaurant, and the drink is topped with three coffee beans meant to represent health, happiness and prosperity.","Kahlúa liqueur","15 ml",""
"","","","","","Chill a Nick & Nora glass with ice and set aside."
"","","","","","Brew a shot of espresso, and pour into a shaker over ice."
"","","","","","Quickly strain the ice out to avoid dilution."
"","","","","","Add the amaro and liqueur to the shaker, add ice, and shake vigorously to foam the espresso."
"","","","","","Strain into a chilled Nick & Nora glass."
"","","","","","Garnish with 3 coffee beans."
"Oaxacan Tail","https://cdn.liquor.com/wp-content/uploads/2018/01/25075850/Oaxacan-Tail-720x720-recipe.jpg","This mezcal- and amaro-based coffee cocktail was cooked up as a brunch drink for Esters Wine Shop & Bar in Santa Monica, Calif. This Mexican-themed drink packs a zing from agave and mole bitters and can be mellowed with a bit of cream. While the recipe calls for Foro amaro, other amari can be easily substituted, such as Ramazzotti, Cynar or Averna.","Mezcal","22 ml",""
"Oaxacan Tail","https://cdn.liquor.com/wp-content/uploads/2018/01/25075850/Oaxacan-Tail-720x720-recipe.jpg","This mezcal- and amaro-based coffee cocktail was cooked up as a brunch drink for Esters Wine Shop & Bar in Santa Monica, Calif. This Mexican-themed drink packs a zing from agave and mole bitters and can be mellowed with a bit of cream. While the recipe calls for Foro amaro, other amari can be easily substituted, such as Ramazzotti, Cynar or Averna.","Tapatio blanco tequila","7.5 ml",""
"Oaxacan Tail","https://cdn.liquor.com/wp-content/uploads/2018/01/25075850/Oaxacan-Tail-720x720-recipe.jpg","This mezcal- and amaro-based coffee cocktail was cooked up as a brunch drink for Esters Wine Shop & Bar in Santa Monica, Calif. This Mexican-themed drink packs a zing from agave and mole bitters and can be mellowed with a bit of cream. While the recipe calls for Foro amaro, other amari can be easily substituted, such as Ramazzotti, Cynar or Averna.","Foro amaro","30 ml",""
"Oaxacan Tail","https://cdn.liquor.com/wp-content/uploads/2018/01/25075850/Oaxacan-Tail-720x720-recipe.jpg","This mezcal- and amaro-based coffee cocktail was cooked up as a brunch drink for Esters Wine Shop & Bar in Santa Monica, Calif. This Mexican-themed drink packs a zing from agave and mole bitters and can be mellowed with a bit of cream. While the recipe calls for Foro amaro, other amari can be easily substituted, such as Ramazzotti, Cynar or Averna.","Cold-brew coffee","60 ml",""
"Oaxacan Tail","https://cdn.liquor.com/wp-content/uploads/2018/01/25075850/Oaxacan-Tail-720x720-recipe.jpg","This mezcal- and amaro-based coffee cocktail was cooked up as a brunch drink for Esters Wine Shop & Bar in Santa Monica, Calif. This Mexican-themed drink packs a zing from agave and mole bitters and can be mellowed with a bit of cream. While the recipe calls for Foro amaro, other amari can be easily substituted, such as Ramazzotti, Cynar or Averna.","Chocolate mole bitters","15 drops",""
"","","","","","Add all the ingredients into a mixing glass with ice and stir lightly."
"","","","","","Strain into an Old Fashioned glass over a large ice cube."
"Cafe Correcto con Coco","https://cdn.liquor.com/wp-content/uploads/2018/01/25074027/Cafe-Correcto-Con-Coco-720x720-recipe.jpg","Created at Upstairs at The Gwen in Chicago, this original recipe uses a house-made coffee cordial and coconut water, but home bartenders can easily replicate it by substituting brewed coffee and a bit of almond milk. Either way, it’s a slightly sweet, rich coffee drink that’s great for any time of day.","Plantation five-year-old rum","22 ml",""
"Cafe Correcto con Coco","https://cdn.liquor.com/wp-content/uploads/2018/01/25074027/Cafe-Correcto-Con-Coco-720x720-recipe.jpg","Created at Upstairs at The Gwen in Chicago, this original recipe uses a house-made coffee cordial and coconut water, but home bartenders can easily replicate it by substituting brewed coffee and a bit of almond milk. Either way, it’s a slightly sweet, rich coffee drink that’s great for any time of day.","Jameson Caskmates whiskey","22 ml",""
"Cafe Correcto con Coco","https://cdn.liquor.com/wp-content/uploads/2018/01/25074027/Cafe-Correcto-Con-Coco-720x720-recipe.jpg","Created at Upstairs at The Gwen in Chicago, this original recipe uses a house-made coffee cordial and coconut water, but home bartenders can easily replicate it by substituting brewed coffee and a bit of almond milk. Either way, it’s a slightly sweet, rich coffee drink that’s great for any time of day.","Brewed coffee","30 ml",""
"Cafe Correcto con Coco","https://cdn.liquor.com/wp-content/uploads/2018/01/25074027/Cafe-Correcto-Con-Coco-720x720-recipe.jpg","Created at Upstairs at The Gwen in Chicago, this original recipe uses a house-made coffee cordial and coconut water, but home bartenders can easily replicate it by substituting brewed coffee and a bit of almond milk. Either way, it’s a slightly sweet, rich coffee drink that’s great for any time of day.","Almond milk","30 ml",""
"","","","","","Pour the rum, whiskey and brewed coffee into a heated Irish coffee mug."
"","","","","","Top with the almond milk."
"Mint-Basil Limeade","https://cdn.liquor.com/wp-content/uploads/2018/01/23075101/mint-basil-limeade-720-720-recipe.jpg","Get all the flavor of a refreshing sipper minus the hangover with this easy-to-make mocktail.","Large basil leaves","4",""
"Mint-Basil Limeade","https://cdn.liquor.com/wp-content/uploads/2018/01/23075101/mint-basil-limeade-720-720-recipe.jpg","Get all the flavor of a refreshing sipper minus the hangover with this easy-to-make mocktail.","Mint leaves","4",""
"Mint-Basil Limeade","https://cdn.liquor.com/wp-content/uploads/2018/01/23075101/mint-basil-limeade-720-720-recipe.jpg","Get all the flavor of a refreshing sipper minus the hangover with this easy-to-make mocktail.","Simple syrup","30 ml",""
"Mint-Basil Limeade","https://cdn.liquor.com/wp-content/uploads/2018/01/23075101/mint-basil-limeade-720-720-recipe.jpg","Get all the flavor of a refreshing sipper minus the hangover with this easy-to-make mocktail.","Fresh lime juice","30 ml",""
"Mint-Basil Limeade","https://cdn.liquor.com/wp-content/uploads/2018/01/23075101/mint-basil-limeade-720-720-recipe.jpg","Get all the flavor of a refreshing sipper minus the hangover with this easy-to-make mocktail.","Soda water, to top","",""
"","","","","","Gently muddle the basil, mint and simple syrup in a mixing tin, add ice, and shake until well-chilled."
"","","","","","Double-strain into a Collins glass over fresh ice."
"","","","","","Top with the soda water."
"","","","","","Garnish with a lime wheel."
"Jessica Rabbit","https://cdn.liquor.com/wp-content/uploads/2018/01/18083522/jessica-rabbit-720x720-recipe.jpg","Every cocktail on the bar menu of Fort Lauderdale restaurant Terra Mare contains a freshly pressed juice. “We wanted to use the natural characteristics of our fruits and vegetables to enhance our cocktails instead of sugars, syrups and other additives,” says general manager Ryan Zemel. For this Margarita riff named for the buxom redhead in the 1988 animated film, “Who Framed Roger Rabbit,” carrots, and their inherent sweetness, pretty much replace sugar.","Milagro silver tequila","45 ml",""
"Jessica Rabbit","https://cdn.liquor.com/wp-content/uploads/2018/01/18083522/jessica-rabbit-720x720-recipe.jpg","Every cocktail on the bar menu of Fort Lauderdale restaurant Terra Mare contains a freshly pressed juice. “We wanted to use the natural characteristics of our fruits and vegetables to enhance our cocktails instead of sugars, syrups and other additives,” says general manager Ryan Zemel. For this Margarita riff named for the buxom redhead in the 1988 animated film, “Who Framed Roger Rabbit,” carrots, and their inherent sweetness, pretty much replace sugar.","Cointreau liqueur","15 ml",""
"Jessica Rabbit","https://cdn.liquor.com/wp-content/uploads/2018/01/18083522/jessica-rabbit-720x720-recipe.jpg","Every cocktail on the bar menu of Fort Lauderdale restaurant Terra Mare contains a freshly pressed juice. “We wanted to use the natural characteristics of our fruits and vegetables to enhance our cocktails instead of sugars, syrups and other additives,” says general manager Ryan Zemel. For this Margarita riff named for the buxom redhead in the 1988 animated film, “Who Framed Roger Rabbit,” carrots, and their inherent sweetness, pretty much replace sugar.","Carrot juice","60 ml",""
"Jessica Rabbit","https://cdn.liquor.com/wp-content/uploads/2018/01/18083522/jessica-rabbit-720x720-recipe.jpg","Every cocktail on the bar menu of Fort Lauderdale restaurant Terra Mare contains a freshly pressed juice. “We wanted to use the natural characteristics of our fruits and vegetables to enhance our cocktails instead of sugars, syrups and other additives,” says general manager Ryan Zemel. For this Margarita riff named for the buxom redhead in the 1988 animated film, “Who Framed Roger Rabbit,” carrots, and their inherent sweetness, pretty much replace sugar.","Fresh orange juice","30 ml",""
"Jessica Rabbit","https://cdn.liquor.com/wp-content/uploads/2018/01/18083522/jessica-rabbit-720x720-recipe.jpg","Every cocktail on the bar menu of Fort Lauderdale restaurant Terra Mare contains a freshly pressed juice. “We wanted to use the natural characteristics of our fruits and vegetables to enhance our cocktails instead of sugars, syrups and other additives,” says general manager Ryan Zemel. For this Margarita riff named for the buxom redhead in the 1988 animated film, “Who Framed Roger Rabbit,” carrots, and their inherent sweetness, pretty much replace sugar.","Fresh lime juice","15 ml",""
"Jessica Rabbit","https://cdn.liquor.com/wp-content/uploads/2018/01/18083522/jessica-rabbit-720x720-recipe.jpg","Every cocktail on the bar menu of Fort Lauderdale restaurant Terra Mare contains a freshly pressed juice. “We wanted to use the natural characteristics of our fruits and vegetables to enhance our cocktails instead of sugars, syrups and other additives,” says general manager Ryan Zemel. For this Margarita riff named for the buxom redhead in the 1988 animated film, “Who Framed Roger Rabbit,” carrots, and their inherent sweetness, pretty much replace sugar.","Cilantro simple syrup*","15 ml",""
