"drinkName_name","drinkName_drinkImage","drinkName_about","drinkName_ingredients_ingredient","drinkName_ingredients_amount","drinkName_mix_how"
"Clairin Regal Sour","https://cdn.liquor.com/wp-content/uploads/2018/09/24201117/clairin-regal-sour-720x720-recipe.jpg","The best drink you’ll ever have in Haiti is at Hotel Florita in Jacmel. It’s just a simple Rum Sour—rum, lime and sugar shaken on the rocks. And with a complex spirit like clairin, you don’t need to add a whole lot else. Clairin Vaval comes from Distillerie Arawaks by Fritz Vaval, just a little more than half a mile off the southern coast of Haiti. The cane and yeast live in the salty, coastal air, and you can taste it in the spirit. This drink is a simple recipe highlighting the salty roundness of Vaval with salt and honey and giving it some brightness and depth.","Clairin Vaval rum","45 ml",""
"Clairin Regal Sour","https://cdn.liquor.com/wp-content/uploads/2018/09/24201117/clairin-regal-sour-720x720-recipe.jpg","-''-","Fresh Key lime juice (or lemon juice)","22 ml",""
"Clairin Regal Sour","https://cdn.liquor.com/wp-content/uploads/2018/09/24201117/clairin-regal-sour-720x720-recipe.jpg","-''-","Raw honey syrup*","22 ml",""
"Clairin Regal Sour","https://cdn.liquor.com/wp-content/uploads/2018/09/24201117/clairin-regal-sour-720x720-recipe.jpg","-''-","Sea salt","1 pinch",""
"Clairin Regal Sour","https://cdn.liquor.com/wp-content/uploads/2018/09/24201117/clairin-regal-sour-720x720-recipe.jpg","-''-","Scrappy's grapefruit bitters","2 dashes",""
"","","","","","Add all the ingredients into mixing glass with ice and shake well."
"","","","","","Pour into a rocks glass over ice."
"","","","","","Express the oil from a grapefruit peel and drop in the peel to garnish."
"","","","","","*Raw honey syrup: Combine 2 parts raw honey with 1 part hot water and stir briskly until dissolved evenly. Bring to room temperature. Strain into a container and store refrigerated for up to one month."
"BACARDÍ Ocho Old Cuban","https://cdn.liquor.com/wp-content/uploads/2018/09/21140111/bacardi-ocho-old-cuban-720x720-recipe.jpg","The Old Cuban cocktail has a winning formula, from the mix of simple syrup, fresh lime juice and mint to the final splash of prosecco. But what makes this take on the recipe uniquely delicious is the addition of premium aged rum, BACARDÍ Reserva Ocho.","BACARDÍ Reserva Ocho rum","1 1⁄2 parts",""
"BACARDÍ Ocho Old Cuban","https://cdn.liquor.com/wp-content/uploads/2018/09/21140111/bacardi-ocho-old-cuban-720x720-recipe.jpg","The Old Cuban cocktail has a winning formula, from the mix of simple syrup, fresh lime juice and mint to the final splash of prosecco. But what makes this take on the recipe uniquely delicious is the addition of premium aged rum, BACARDÍ Reserva Ocho.","Simple syrup","2⁄3 parts",""
"BACARDÍ Ocho Old Cuban","https://cdn.liquor.com/wp-content/uploads/2018/09/21140111/bacardi-ocho-old-cuban-720x720-recipe.jpg","The Old Cuban cocktail has a winning formula, from the mix of simple syrup, fresh lime juice and mint to the final splash of prosecco. But what makes this take on the recipe uniquely delicious is the addition of premium aged rum, BACARDÍ Reserva Ocho.","Fresh lime juice","1⁄2 parts",""
"BACARDÍ Ocho Old Cuban","https://cdn.liquor.com/wp-content/uploads/2018/09/21140111/bacardi-ocho-old-cuban-720x720-recipe.jpg","The Old Cuban cocktail has a winning formula, from the mix of simple syrup, fresh lime juice and mint to the final splash of prosecco. But what makes this take on the recipe uniquely delicious is the addition of premium aged rum, BACARDÍ Reserva Ocho.","Mint leaves","6",""
"BACARDÍ Ocho Old Cuban","https://cdn.liquor.com/wp-content/uploads/2018/09/21140111/bacardi-ocho-old-cuban-720x720-recipe.jpg","The Old Cuban cocktail has a winning formula, from the mix of simple syrup, fresh lime juice and mint to the final splash of prosecco. But what makes this take on the recipe uniquely delicious is the addition of premium aged rum, BACARDÍ Reserva Ocho.","Angostura bitters","2 drops",""
"BACARDÍ Ocho Old Cuban","https://cdn.liquor.com/wp-content/uploads/2018/09/21140111/bacardi-ocho-old-cuban-720x720-recipe.jpg","The Old Cuban cocktail has a winning formula, from the mix of simple syrup, fresh lime juice and mint to the final splash of prosecco. But what makes this take on the recipe uniquely delicious is the addition of premium aged rum, BACARDÍ Reserva Ocho.","Martini & Rossi prosecco, to top","",""
"","","","","","In a cocktail shaker, gently muddle the mint leaves, lime juice and simple syrup."
"","","","","","Add the rum, bitters and ice to the mixture, and shake until well-chilled."
"","","","","","Strain into a chilled coupe."
"","","","","","Top with the prosecco."
"","","","","","Garnish with mint leaves."
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/09/21140116/cuatro-smash-720x720-recipe.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","BACARDĺ Añejo Cuatro rum","1 1⁄2 parts",""
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/09/21140116/cuatro-smash-720x720-recipe.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","St-Germain","1 parts",""
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/09/21140116/cuatro-smash-720x720-recipe.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","Ruby red grapefruit juice","1 parts",""
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/09/21140116/cuatro-smash-720x720-recipe.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","Tonic water, to top","",""
"","","","","","Add all the ingredients into a shaker with ice and shake."
"","","","","","Strain into a highball glass over fresh ice."
"","","","","","Top with the tonic water."
"","","","","","Garnish with a grapefruit peel and mint sprig."
"Bourbon Cider Slushie","https://cdn.liquor.com/wp-content/uploads/2018/09/20085158/Bourbon-Cider-Slushie-720x720-article.jpg","Don’t unplug that blender just yet. The problem with so many of today’s autumnal cocktails is that they ignore one important fact: Fall can be damn balmy. Our bourbon slushie bridges the seasons with apple cider, cinnamon-vanilla syrup and a heaping scoop of ice to help stave off Indian summer.","Bourbon","60 ml",""
"Bourbon Cider Slushie","https://cdn.liquor.com/wp-content/uploads/2018/09/20085158/Bourbon-Cider-Slushie-720x720-article.jpg","Don’t unplug that blender just yet. The problem with so many of today’s autumnal cocktails is that they ignore one important fact: Fall can be damn balmy. Our bourbon slushie bridges the seasons with apple cider, cinnamon-vanilla syrup and a heaping scoop of ice to help stave off Indian summer.","Cinnamon vanilla syrup*","22 ml",""
"Bourbon Cider Slushie","https://cdn.liquor.com/wp-content/uploads/2018/09/20085158/Bourbon-Cider-Slushie-720x720-article.jpg","Don’t unplug that blender just yet. The problem with so many of today’s autumnal cocktails is that they ignore one important fact: Fall can be damn balmy. Our bourbon slushie bridges the seasons with apple cider, cinnamon-vanilla syrup and a heaping scoop of ice to help stave off Indian summer.","Fresh lemon juice","22 ml",""
"Bourbon Cider Slushie","https://cdn.liquor.com/wp-content/uploads/2018/09/20085158/Bourbon-Cider-Slushie-720x720-article.jpg","Don’t unplug that blender just yet. The problem with so many of today’s autumnal cocktails is that they ignore one important fact: Fall can be damn balmy. Our bourbon slushie bridges the seasons with apple cider, cinnamon-vanilla syrup and a heaping scoop of ice to help stave off Indian summer.","Apple cider","30 ml",""
"","","","","","Combine all the ingredients into a blender with cubed ice and blend until smooth."
"","","","","","Pour into a Moscow Mule mug."
"","","","","","Garnish with an apple slice and a cinnamon stick."
"","","","","","*Cinnamon-vanilla syrup: In a saucepan, bring 2 cinnamon sticks, 1 tsp vanilla extract, 3/4 cup water and 3/4 cup turbinado sugar to a boil. Stir until the sugar dissolves. Let sit for 10 minutes. Strain into a sealed container and refrigerate for up to 1 month."
"Pearl Diver","https://cdn.liquor.com/wp-content/uploads/2018/09/19095426/pearl-diver-720x720-recipe.jpg","Jeff “Beachbum” Berry is credited with reviving gardenia mix, as well as a historically accurate version of its raison d’etre, this cocktail, back in 2006.","Aged column-still rum","45 ml",""
"Pearl Diver","https://cdn.liquor.com/wp-content/uploads/2018/09/19095426/pearl-diver-720x720-recipe.jpg","Jeff “Beachbum” Berry is credited with reviving gardenia mix, as well as a historically accurate version of its raison d’etre, this cocktail, back in 2006.","Demerara rum","15 ml",""
"Pearl Diver","https://cdn.liquor.com/wp-content/uploads/2018/09/19095426/pearl-diver-720x720-recipe.jpg","Jeff “Beachbum” Berry is credited with reviving gardenia mix, as well as a historically accurate version of its raison d’etre, this cocktail, back in 2006.","Fresh lime juice","15 ml",""
"Pearl Diver","https://cdn.liquor.com/wp-content/uploads/2018/09/19095426/pearl-diver-720x720-recipe.jpg","Jeff “Beachbum” Berry is credited with reviving gardenia mix, as well as a historically accurate version of its raison d’etre, this cocktail, back in 2006.","Fresh orange juice","15 ml",""
"Pearl Diver","https://cdn.liquor.com/wp-content/uploads/2018/09/19095426/pearl-diver-720x720-recipe.jpg","Jeff “Beachbum” Berry is credited with reviving gardenia mix, as well as a historically accurate version of its raison d’etre, this cocktail, back in 2006.","Don’s Gardenia Mix","15 ml",""
"Pearl Diver","https://cdn.liquor.com/wp-content/uploads/2018/09/19095426/pearl-diver-720x720-recipe.jpg","Jeff “Beachbum” Berry is credited with reviving gardenia mix, as well as a historically accurate version of its raison d’etre, this cocktail, back in 2006.","Angostura bitters","1 dash",""
"","","","","","Add all the ingredients into a blender with 1/2 cup pebble ice and blend on high for 20 seconds."
"","","","","","Fine-strain into a Pearl Diver glass (or Tiki mug) and top with pebble ice."
"","","","","","Garnish with an edible orchid and a pineapple frond."
"","","","","","Serve with a straw."
"Don’s Gardenia Mix","https://cdn.liquor.com/wp-content/uploads/2018/09/19091519/The-Return-of-Another-Lost-Ingredient-Gardenia-Mix-720x720-article-v2.jpg","Don’s Gardenia Mix combines honey, butter and spices such as cinnamon and allspice and is one of the many flavor-bomb concoctions dreamed up by the legendary Donn Beach of Don the Beachcomber.","Honey","30 ml",""
"Don’s Gardenia Mix","https://cdn.liquor.com/wp-content/uploads/2018/09/19091519/The-Return-of-Another-Lost-Ingredient-Gardenia-Mix-720x720-article-v2.jpg","Don’s Gardenia Mix combines honey, butter and spices such as cinnamon and allspice and is one of the many flavor-bomb concoctions dreamed up by the legendary Donn Beach of Don the Beachcomber.","Unsalted butter","30 ml",""
"Don’s Gardenia Mix","https://cdn.liquor.com/wp-content/uploads/2018/09/19091519/The-Return-of-Another-Lost-Ingredient-Gardenia-Mix-720x720-article-v2.jpg","Don’s Gardenia Mix combines honey, butter and spices such as cinnamon and allspice and is one of the many flavor-bomb concoctions dreamed up by the legendary Donn Beach of Don the Beachcomber.","Cinnamon syrup*","1 tsp",""
"Don’s Gardenia Mix","https://cdn.liquor.com/wp-content/uploads/2018/09/19091519/The-Return-of-Another-Lost-Ingredient-Gardenia-Mix-720x720-article-v2.jpg","Don’s Gardenia Mix combines honey, butter and spices such as cinnamon and allspice and is one of the many flavor-bomb concoctions dreamed up by the legendary Donn Beach of Don the Beachcomber.","Allspice liqueur","1⁄2 tsp",""
"Don’s Gardenia Mix","https://cdn.liquor.com/wp-content/uploads/2018/09/19091519/The-Return-of-Another-Lost-Ingredient-Gardenia-Mix-720x720-article-v2.jpg","Don’s Gardenia Mix combines honey, butter and spices such as cinnamon and allspice and is one of the many flavor-bomb concoctions dreamed up by the legendary Donn Beach of Don the Beachcomber.","Vanilla syrup","1⁄2 tsp",""
"","","","","","Using a spatula or an electric mixer, whip all the ingredients until smooth and creamy. Bottle and refrigerate for up to 1 week."
"","","","","","*Cinnamon syrup: Add 2 crumbled cinnamon sticks, 4 cups sugar and 2 cups water to a large pan. Bring to a boil over medium-high heat. Remove from heat and cover. Let sit 20 minutes, then strain and chill."
"Uppercut","https://cdn.liquor.com/wp-content/uploads/2018/09/17144938/uppercut-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Chivas Regal 12-year-old scotch","60 ml",""
"Uppercut","https://cdn.liquor.com/wp-content/uploads/2018/09/17144938/uppercut-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Pineapple juice","30 ml",""
"Uppercut","https://cdn.liquor.com/wp-content/uploads/2018/09/17144938/uppercut-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Fresh lemon juice","30 ml",""
"","","","","","Pour all the ingredients into a Collins glass over ice."
"","","","","","Garnish with a mint sprig and pineapple slice."
"Fist of Fury","https://cdn.liquor.com/wp-content/uploads/2018/09/17145211/fistoffury-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Chivas Regal 18-year-old scotch","30 ml",""
"Fist of Fury","https://cdn.liquor.com/wp-content/uploads/2018/09/17145211/fistoffury-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Martell V.S.O.P cognac","30 ml",""
"Fist of Fury","https://cdn.liquor.com/wp-content/uploads/2018/09/17145211/fistoffury-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Sweet vermouth","30 ml",""
"Fist of Fury","https://cdn.liquor.com/wp-content/uploads/2018/09/17145211/fistoffury-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Bénédictine liqueur","1 tsp",""
"Fist of Fury","https://cdn.liquor.com/wp-content/uploads/2018/09/17145211/fistoffury-feature.jpg","Every delectable spirit in this boozy cocktail brings a much-needed element. Make it for yourself to discover an irresistible mix of scotch, cognac, vermouth and benedictine.","Angostura bitters","2 dashes",""
"","","","","","Combine all ingredients in a mixing glass with ice."
"","","","","","Stir and strain into an ice filled rocks glass."
"","","","","","Garnish with a lemon peel."
"Redbreast Old Fashioned","https://cdn.liquor.com/wp-content/uploads/2018/09/17143408/Redbreast-Old-Fashioned-feature.jpg","Upgrade your Old Fashioned by making honey syrup and picking up a bottle of Redbreast 12-year-old Irish whiskey. A couple of inspired ingredients is more than enough to make the classic cocktail feel new again.","Redbreast 12-year-old Irish whiskey","60 ml",""
"Redbreast Old Fashioned","https://cdn.liquor.com/wp-content/uploads/2018/09/17143408/Redbreast-Old-Fashioned-feature.jpg","Upgrade your Old Fashioned by making honey syrup and picking up a bottle of Redbreast 12-year-old Irish whiskey. A couple of inspired ingredients is more than enough to make the classic cocktail feel new again.","Honey syrup (1:1 honey and hot water)","15 ml",""
"Redbreast Old Fashioned","https://cdn.liquor.com/wp-content/uploads/2018/09/17143408/Redbreast-Old-Fashioned-feature.jpg","Upgrade your Old Fashioned by making honey syrup and picking up a bottle of Redbreast 12-year-old Irish whiskey. A couple of inspired ingredients is more than enough to make the classic cocktail feel new again.","Orange bitters","2 dashes",""
"Redbreast Old Fashioned","https://cdn.liquor.com/wp-content/uploads/2018/09/17143408/Redbreast-Old-Fashioned-feature.jpg","Upgrade your Old Fashioned by making honey syrup and picking up a bottle of Redbreast 12-year-old Irish whiskey. A couple of inspired ingredients is more than enough to make the classic cocktail feel new again.","Angostura bitters","2 dashes",""
"","","","","","Add all the ingredients into a mixing glass with ice and stir."
"","","","","","Strain into a rocks glass over fresh ice."
"","","","","","Twist orange peel over the drink and use as a garnish."
"The Glenlivet Hot Toddy","https://cdn.liquor.com/wp-content/uploads/2018/09/17142209/tgl-bomb-cyclone-square-feature.jpg","What could possibly be better than a Hot Toddy on a cold winter night? How about using The Glenlivet Founder’s Reserve in place of your usual whiskey. It’s a simple way to add a little more complexity and flavor to the comforting cocktail.","The Glenlivet Founder’s Reserve scotch","45 ml",""
"The Glenlivet Hot Toddy","https://cdn.liquor.com/wp-content/uploads/2018/09/17142209/tgl-bomb-cyclone-square-feature.jpg","What could possibly be better than a Hot Toddy on a cold winter night? How about using The Glenlivet Founder’s Reserve in place of your usual whiskey. It’s a simple way to add a little more complexity and flavor to the comforting cocktail.","Hot tea","120 ml",""
"The Glenlivet Hot Toddy","https://cdn.liquor.com/wp-content/uploads/2018/09/17142209/tgl-bomb-cyclone-square-feature.jpg","What could possibly be better than a Hot Toddy on a cold winter night? How about using The Glenlivet Founder’s Reserve in place of your usual whiskey. It’s a simple way to add a little more complexity and flavor to the comforting cocktail.","Honey","15 ml",""
"The Glenlivet Hot Toddy","https://cdn.liquor.com/wp-content/uploads/2018/09/17142209/tgl-bomb-cyclone-square-feature.jpg","What could possibly be better than a Hot Toddy on a cold winter night? How about using The Glenlivet Founder’s Reserve in place of your usual whiskey. It’s a simple way to add a little more complexity and flavor to the comforting cocktail.","Fresh lemon juice","7.5 ml",""
"","","","","","Pour all the ingredients into a Hot Toddy mug and stir."
"","","","","","Garnish with a cinnamon stick."
"The Glenlivet Highball","https://cdn.liquor.com/wp-content/uploads/2018/09/17142327/TGL-Founders-Highball-feature2.jpg","Anyone who says great scotch should only be sipped straight has never had a good highball. This simple drink will make you realize just how refreshing The Glenlivet Founder’s Reserve can be.","The Glenlivet Founder’s Reserve scotch","60 ml",""
"The Glenlivet Highball","https://cdn.liquor.com/wp-content/uploads/2018/09/17142327/TGL-Founders-Highball-feature2.jpg","Anyone who says great scotch should only be sipped straight has never had a good highball. This simple drink will make you realize just how refreshing The Glenlivet Founder’s Reserve can be.","Club soda","120 ml",""
"","","","","","Fill a highball glass with ice."
"","","","","","Add the scotch and club soda."
"","","","","","Garnish with a lime wheel."
"Martell Sidecar","https://cdn.liquor.com/wp-content/uploads/2018/09/27191928/Martell-Side-Car-720x720.jpg","The Sidecar is on the Mount Rushmore of great cognac cocktails. And the easiest way to make your take on the classic really stand out is by using Martell cognac. If you’re feeling particularly fancy, you can sub in Martell VS or VSOP Medallion.","Martell cognac","60 ml",""
"Martell Sidecar","https://cdn.liquor.com/wp-content/uploads/2018/09/27191928/Martell-Side-Car-720x720.jpg","The Sidecar is on the Mount Rushmore of great cognac cocktails. And the easiest way to make your take on the classic really stand out is by using Martell cognac. If you’re feeling particularly fancy, you can sub in Martell VS or VSOP Medallion.","Triple sec","30 ml",""
"Martell Sidecar","https://cdn.liquor.com/wp-content/uploads/2018/09/27191928/Martell-Side-Car-720x720.jpg","The Sidecar is on the Mount Rushmore of great cognac cocktails. And the easiest way to make your take on the classic really stand out is by using Martell cognac. If you’re feeling particularly fancy, you can sub in Martell VS or VSOP Medallion.","Fresh lemon juice","30 ml",""
"","","","","","Add all the ingredients into a shaker with ice and shake well."
"","","","","","Strain into a coupe glass."
"","","","","","Garnish with an orange peel."
"Bourbon & Root Beer","https://cdn.liquor.com/wp-content/uploads/2018/09/13135648/Bourbon-Root-Beer-cocktail-720x720-article.jpg","Root beer’s distinctive bite, imparted by sassafras root, helps dampen bourbon’s sweetness, while its earthy notes bring out more nuanced aromas. There’s a hint of anise, as well, reminiscent of a Sazerac, and a strong vanilla flavor that gives it all a lovely creaminess.","Bourbon","60 ml",""
"Bourbon & Root Beer","https://cdn.liquor.com/wp-content/uploads/2018/09/13135648/Bourbon-Root-Beer-cocktail-720x720-article.jpg","Root beer’s distinctive bite, imparted by sassafras root, helps dampen bourbon’s sweetness, while its earthy notes bring out more nuanced aromas. There’s a hint of anise, as well, reminiscent of a Sazerac, and a strong vanilla flavor that gives it all a lovely creaminess.","Root beer","180 ml",""
"","","","","","Pour the bourbon into a Collins glass over ice."
"","","","","","Add the root beer, and stir slowly."
"","","","","","Serve with a straw."
"White Summer Sazerac","https://cdn.liquor.com/wp-content/uploads/2018/09/12205311/10-Bourbon-Cocktails-to-Drink-in-Bars-Now-white-summer-sazerac-720x720-slideshow.jpg","The cocktail menu at The Fat Radish runs vegetal, mixing house-made juices and tinctures with small-batch spirits like New York’s own Kings County distillery, producers of bourbon, moonshine and other American whiskeys. The White Summer Sazerac features a blend of its corn and rye whiskey with a touch of Bolivian Singani 63 brandy, Italian Italicus aperitivo, celery and fennel bitters, and celery salt, finished with a few spritzes of absinthe.","Kings County moonshine (white corn whiskey)","30 ml",""
"White Summer Sazerac","https://cdn.liquor.com/wp-content/uploads/2018/09/12205311/10-Bourbon-Cocktails-to-Drink-in-Bars-Now-white-summer-sazerac-720x720-slideshow.jpg","The cocktail menu at The Fat Radish runs vegetal, mixing house-made juices and tinctures with small-batch spirits like New York’s own Kings County distillery, producers of bourbon, moonshine and other American whiskeys. The White Summer Sazerac features a blend of its corn and rye whiskey with a touch of Bolivian Singani 63 brandy, Italian Italicus aperitivo, celery and fennel bitters, and celery salt, finished with a few spritzes of absinthe.","Kings County Empire rye whiskey","15 ml",""
