"drinkName_name","drinkName_drinkImage","drinkName_about","drinkName_ingredients_ingredient","drinkName_ingredients_amount","drinkName_mix_how"
"Simple Syrup","https://cdn.liquor.com/wp-content/uploads/2018/08/06122918/simple-syrup-720x720-recipe-1.jpg","If you can boil water, you can make simple syrup. The staple cocktail sweetener more than earns its name, consisting, simply, of equal-parts granulated sugar and water. From there, the variations are endless. Like your sweetener sweeter? Up the ratio to two to one, sugar to water. Looking to add a little zip to your Paloma or oomph to your Old Fashioned? Steep a couple of jalapeño slices or cinnamon sticks.","Water","1⁄2 cup",""
"","","","","","Add the sugar and water to a small saucepan over medium heat."
"","","","","","Stir until sugar is dissolved."
"","","","","","Strain into a jar and seal tightly with a lid."
"","","","","","Simple syrup will keep, refrigerated, for about one month."
"Road to Kingston","https://cdn.liquor.com/wp-content/uploads/2018/07/24111708/road-to-kingston-720x720-recipe.jpg","Jane Danger’s recipe was inspired by a trip in Jamaica from the beautiful, rural Appleton Estate to the urban town of Kingston. She came up with the Road to Kingston after seeing the little food stalls on the side of the roads packed with citrus, coconut, pineapple and spices.","Appleton Estate Reserve Blend rum","45 ml",""
"Road to Kingston","https://cdn.liquor.com/wp-content/uploads/2018/07/24111708/road-to-kingston-720x720-recipe.jpg","Jane Danger’s recipe was inspired by a trip in Jamaica from the beautiful, rural Appleton Estate to the urban town of Kingston. She came up with the Road to Kingston after seeing the little food stalls on the side of the roads packed with citrus, coconut, pineapple and spices.","Black-pepper-spiced Wray & Nephew rum*","15 ml",""
"Road to Kingston","https://cdn.liquor.com/wp-content/uploads/2018/07/24111708/road-to-kingston-720x720-recipe.jpg","Jane Danger’s recipe was inspired by a trip in Jamaica from the beautiful, rural Appleton Estate to the urban town of Kingston. She came up with the Road to Kingston after seeing the little food stalls on the side of the roads packed with citrus, coconut, pineapple and spices.","Blanc vermouth","22 ml",""
"Road to Kingston","https://cdn.liquor.com/wp-content/uploads/2018/07/24111708/road-to-kingston-720x720-recipe.jpg","Jane Danger’s recipe was inspired by a trip in Jamaica from the beautiful, rural Appleton Estate to the urban town of Kingston. She came up with the Road to Kingston after seeing the little food stalls on the side of the roads packed with citrus, coconut, pineapple and spices.","Gentian liqueur","7.5 ml",""
"Road to Kingston","https://cdn.liquor.com/wp-content/uploads/2018/07/24111708/road-to-kingston-720x720-recipe.jpg","Jane Danger’s recipe was inspired by a trip in Jamaica from the beautiful, rural Appleton Estate to the urban town of Kingston. She came up with the Road to Kingston after seeing the little food stalls on the side of the roads packed with citrus, coconut, pineapple and spices.","Orange bitters","2 dashes",""
"","","","","","Add all the ingredients into a mixing glass with ice and stir until well-chilled."
"","","","","","Strain into a chilled coupe."
"","","","","","Garnish with a grapefruit peel and an edible flower."
"","","","","","*Black-pepper-spiced Wray & Nephew rum: In a large container, combine 1/2 oz pink peppercorns and 1/2 oz black peppercorns with 16 oz Wray & Nephew rum, and let sit for 4 to 8 hours. Fine-strain peppercorns out."
"Drop Seed","https://cdn.liquor.com/wp-content/uploads/2018/07/24111701/drop-seed-720x720-recipe.jpg","Any recipe featuring rare-blend rum from Appleton Estate is going to have a lot of flavor and complexity. Adding Averna amaro and allspice liqueur to the mix makes it even more irresistible.","Appleton Estate Rare Blend 12 Year rum","60 ml",""
"Drop Seed","https://cdn.liquor.com/wp-content/uploads/2018/07/24111701/drop-seed-720x720-recipe.jpg","Any recipe featuring rare-blend rum from Appleton Estate is going to have a lot of flavor and complexity. Adding Averna amaro and allspice liqueur to the mix makes it even more irresistible.","Allspice liqueur","1 barspoon",""
"Drop Seed","https://cdn.liquor.com/wp-content/uploads/2018/07/24111701/drop-seed-720x720-recipe.jpg","Any recipe featuring rare-blend rum from Appleton Estate is going to have a lot of flavor and complexity. Adding Averna amaro and allspice liqueur to the mix makes it even more irresistible.","Averna amaro","7.5 ml",""
"","","","","","Add all the ingredients into a mixing glass with ice, and stir until chilled."
"","","","","","Strain into a chilled coupe glass."
"","","","","","Express the oil of an orange peel over top, and drop in the peel to garnish."
"ACCD","https://cdn.liquor.com/wp-content/uploads/2018/07/24111654/accd-720x720-recipe.jpg","The formula for the ACCD is as simple as it is refreshing. Just mix rum, Campari, coconut water and demerara syrup. Try it once, and you’ll be sipping it through summer and beyond.","Appleton Estate 12 Year Rare Blend rum","30 ml",""
"ACCD","https://cdn.liquor.com/wp-content/uploads/2018/07/24111654/accd-720x720-recipe.jpg","The formula for the ACCD is as simple as it is refreshing. Just mix rum, Campari, coconut water and demerara syrup. Try it once, and you’ll be sipping it through summer and beyond.","Campari","22 ml",""
"ACCD","https://cdn.liquor.com/wp-content/uploads/2018/07/24111654/accd-720x720-recipe.jpg","The formula for the ACCD is as simple as it is refreshing. Just mix rum, Campari, coconut water and demerara syrup. Try it once, and you’ll be sipping it through summer and beyond.","Coconut water","15 ml",""
"ACCD","https://cdn.liquor.com/wp-content/uploads/2018/07/24111654/accd-720x720-recipe.jpg","The formula for the ACCD is as simple as it is refreshing. Just mix rum, Campari, coconut water and demerara syrup. Try it once, and you’ll be sipping it through summer and beyond.","Demerara syrup","7.5 ml",""
"","","","","","Add all ingredients into a mixing glass over ice and stir."
"","","","","","Strain into a double Old Fashioned glass over one large ice cube."
"","","","","","Garnish with lemon zest."
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","Appleton Estate Reserve Blend","45 ml",""
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","Bittermans Hellfire bitters","1 dropper",""
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","coconut oil","1 barspoon",""
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","Cinnamon syrup","10 ml",""
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","Carrot juice","15 ml",""
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","Pineapple juice","22 ml",""
"Montego Star","https://cdn.liquor.com/wp-content/uploads/2018/07/24111647/montego-star-720x720-recipe.jpg","You don’t have to be in Montego Bay to cool down with Jane Danger’s surprising and refreshing Jamaican rum cocktail. The recipe is guaranteed to dazzle, whether or not you garnish it with edible glitter.","Lemon juice","22 ml",""
"","","","","","Add the ingredients to a cocktail shaker, fill with ice and shake."
"","","","","","Strain into a chilled coupe."
"","","","","","Garnish with star-shaped lemon peel."
"Lost Lake","https://cdn.liquor.com/wp-content/uploads/2018/07/24111641/lost-lake-720x720-recipe.jpg","This is a recipe you’ll want to remember. Bold flavors from Jamaican rum, Campari and a whole lot more come together beautifully in this refreshing cocktail.","Appleton Estate Signature Blend rum","60 ml",""
"Lost Lake","https://cdn.liquor.com/wp-content/uploads/2018/07/24111641/lost-lake-720x720-recipe.jpg","This is a recipe you’ll want to remember. Bold flavors from Jamaican rum, Campari and a whole lot more come together beautifully in this refreshing cocktail.","Passion fruit syrup","22 ml",""
"Lost Lake","https://cdn.liquor.com/wp-content/uploads/2018/07/24111641/lost-lake-720x720-recipe.jpg","This is a recipe you’ll want to remember. Bold flavors from Jamaican rum, Campari and a whole lot more come together beautifully in this refreshing cocktail.","Fresh lime juice","22 ml",""
"Lost Lake","https://cdn.liquor.com/wp-content/uploads/2018/07/24111641/lost-lake-720x720-recipe.jpg","This is a recipe you’ll want to remember. Bold flavors from Jamaican rum, Campari and a whole lot more come together beautifully in this refreshing cocktail.","Pineapple juice","15 ml",""
"Lost Lake","https://cdn.liquor.com/wp-content/uploads/2018/07/24111641/lost-lake-720x720-recipe.jpg","This is a recipe you’ll want to remember. Bold flavors from Jamaican rum, Campari and a whole lot more come together beautifully in this refreshing cocktail.","Campari","7.5 ml",""
"Lost Lake","https://cdn.liquor.com/wp-content/uploads/2018/07/24111641/lost-lake-720x720-recipe.jpg","This is a recipe you’ll want to remember. Bold flavors from Jamaican rum, Campari and a whole lot more come together beautifully in this refreshing cocktail.","Maraschino liqueur","7.5 ml",""
"","","","","","Add all the ingredients into a shaker with ice, and shake until well-chilled."
"","","","","","Strain into a double rocks glass over crushed ice."
"","","","","","Garnish with a pineapple leaf."
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Plantation Barbados five-year-old rum","45 ml",""
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Ron Zacapa 23-year-old rum","15 ml",""
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Galliano ristretto espresso liqueur","15 ml",""
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Fresh pineapple juice","45 ml",""
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Fresh lime juice","15 ml",""
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Demerara simple syrup (2 parts sugar to 1 part water)","7.5 ml",""
"Mutual Friend","https://cdn.liquor.com/wp-content/uploads/2018/08/01105813/9-Rum-Cocktails-to-Drink-in-Bars-Now-mutual-friend-720x720-slideshow.jpg","At Hell or High Water in Louisville, Ky., Doug Petry crafts drinks using local purveyors like Quills Coffee and has a deft hand with rum. Take the Mutual Friend, a showcase of Plantation five-year-old rum and Galliano ristretto espresso liqueur, given a tart, bright contrast with lime and pineapple.","Angostura bitters","2 dashes",""
"","","","","","Add all the ingredients into a shaker and dry-shake (no ice)."
"","","","","","Pour into a rocks glass filled with pebble ice."
"","","","","","Garnish with a pineapple leaf and 3 espresso beans."
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/07/30155322/cuatro-smash-800x800-1.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","BACARDĺ Añejo Cuatro rum","45 ml",""
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/07/30155322/cuatro-smash-800x800-1.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","St-Germain elderflower liqueur","30 ml",""
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/07/30155322/cuatro-smash-800x800-1.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","Ruby red grapefruit juice","30 ml",""
"BACARDĺ Cuatro Smash","https://cdn.liquor.com/wp-content/uploads/2018/07/30155322/cuatro-smash-800x800-1.jpg","You won’t find many spirits as versatile as BACARDĺ Añejo Cuatro rum. You can sip it straight or enjoy it in a refreshing cocktail, like the BACARDĺ Cuatro Smash. Grab some grapefruit juice and St-Germain to enjoy premium rum in a whole new way.","Tonic water, to top","",""
"","","","","","Add all the ingredients into a shaker with ice and shake."
"","","","","","Strain into a highball glass over fresh ice."
"","","","","","Top with the tonic water."
"","","","","","Garnish with a grapefruit peel and mint sprig."
"BACARDĺ Cuatro Mismo","https://cdn.liquor.com/wp-content/uploads/2018/07/30153153/cuatro-mismo_sml_800x800.jpg","The quality of a Mismo depends on the character and flavor of the base spirit. That’s why BACARDÍ® Añejo Cuatro rum is such an inspired choice here. The vibrancy it brings to the fizzy and citrusy cocktail will have you demanding a refill.","BACARDĺ Añejo Cuatro rum","45 ml",""
"BACARDĺ Cuatro Mismo","https://cdn.liquor.com/wp-content/uploads/2018/07/30153153/cuatro-mismo_sml_800x800.jpg","The quality of a Mismo depends on the character and flavor of the base spirit. That’s why BACARDÍ® Añejo Cuatro rum is such an inspired choice here. The vibrancy it brings to the fizzy and citrusy cocktail will have you demanding a refill.","Club soda","90 ml",""
"","","","","","Pour the rum into a highball glass over ice."
"","","","","","Add the club soda and stir well."
"","","","","","Garnish with a lime wedge."
"El Volcán","https://cdn.liquor.com/wp-content/uploads/2018/07/30153159/11-Hottest-Cocktails-to-Drink-in-Bars-Now-August-2018-el-volan-720x720-slideshow.jpg","Peruvian chef Gastón Acurio’s waterfront restaurant celebrates its 10th anniversary with a festive Sunday brunch on its bayside deck, complete with new dishes and drinks. This drink from assistant general manager Diego Pilares showcases one of Peru’s most ubiquitous peppers, the ají amarillo, infused in gin and joined by mezcal, Aperol and the sour-tart balance of lime and agave.","Ají-amarillo-infused gin*","45 ml",""
"El Volcán","https://cdn.liquor.com/wp-content/uploads/2018/07/30153159/11-Hottest-Cocktails-to-Drink-in-Bars-Now-August-2018-el-volan-720x720-slideshow.jpg","Peruvian chef Gastón Acurio’s waterfront restaurant celebrates its 10th anniversary with a festive Sunday brunch on its bayside deck, complete with new dishes and drinks. This drink from assistant general manager Diego Pilares showcases one of Peru’s most ubiquitous peppers, the ají amarillo, infused in gin and joined by mezcal, Aperol and the sour-tart balance of lime and agave.","Mezcal","15 ml",""
"El Volcán","https://cdn.liquor.com/wp-content/uploads/2018/07/30153159/11-Hottest-Cocktails-to-Drink-in-Bars-Now-August-2018-el-volan-720x720-slideshow.jpg","Peruvian chef Gastón Acurio’s waterfront restaurant celebrates its 10th anniversary with a festive Sunday brunch on its bayside deck, complete with new dishes and drinks. This drink from assistant general manager Diego Pilares showcases one of Peru’s most ubiquitous peppers, the ají amarillo, infused in gin and joined by mezcal, Aperol and the sour-tart balance of lime and agave.","Aperol","15 ml",""
"El Volcán","https://cdn.liquor.com/wp-content/uploads/2018/07/30153159/11-Hottest-Cocktails-to-Drink-in-Bars-Now-August-2018-el-volan-720x720-slideshow.jpg","Peruvian chef Gastón Acurio’s waterfront restaurant celebrates its 10th anniversary with a festive Sunday brunch on its bayside deck, complete with new dishes and drinks. This drink from assistant general manager Diego Pilares showcases one of Peru’s most ubiquitous peppers, the ají amarillo, infused in gin and joined by mezcal, Aperol and the sour-tart balance of lime and agave.","Fresh lime juice","22 ml",""
"El Volcán","https://cdn.liquor.com/wp-content/uploads/2018/07/30153159/11-Hottest-Cocktails-to-Drink-in-Bars-Now-August-2018-el-volan-720x720-slideshow.jpg","Peruvian chef Gastón Acurio’s waterfront restaurant celebrates its 10th anniversary with a festive Sunday brunch on its bayside deck, complete with new dishes and drinks. This drink from assistant general manager Diego Pilares showcases one of Peru’s most ubiquitous peppers, the ají amarillo, infused in gin and joined by mezcal, Aperol and the sour-tart balance of lime and agave.","Agave syrup","15 ml",""
"","","","","","Add all the ingredients into a shaker with ice and shake."
"","","","","","Strain into a Old Fashioned glass with one large ice ball."
"","","","","","Garnish with a lime peel."
"","","","","","**Ají-amarillo-infused gin: Wash 1 1/2 oz frozen ají amarillo peppers. Remove the ends of the peppers, then cut peppers in half lengthwise. Remove the seeds and discard, then cut the peppers into thin strips, and add them and 1/2 of a de-seeded habañero pepper to a 750 mL bottle of gin. Seal with a lid or stopper, and let steep for 2 weeks."
"BACARDĺ El Presidente No. 4","https://cdn.liquor.com/wp-content/uploads/2018/07/30151111/cuatro-presidente_sml_800x800.jpg","Don’t accept any substitute spirits for this simple rum-forward recipe. This cocktail not only showcases the versatility—and irresistibility—of BACARDĺ Añejo Cuatro rum. It uses sweet vermouth and dry curaçao to elevate the singular rum.","BACARDĺ Añejo Cuatro rum","60 ml",""
"BACARDĺ El Presidente No. 4","https://cdn.liquor.com/wp-content/uploads/2018/07/30151111/cuatro-presidente_sml_800x800.jpg","Don’t accept any substitute spirits for this simple rum-forward recipe. This cocktail not only showcases the versatility—and irresistibility—of BACARDĺ Añejo Cuatro rum. It uses sweet vermouth and dry curaçao to elevate the singular rum.","Martini & Rossi rosso vermouth","22 ml",""
"BACARDĺ El Presidente No. 4","https://cdn.liquor.com/wp-content/uploads/2018/07/30151111/cuatro-presidente_sml_800x800.jpg","Don’t accept any substitute spirits for this simple rum-forward recipe. This cocktail not only showcases the versatility—and irresistibility—of BACARDĺ Añejo Cuatro rum. It uses sweet vermouth and dry curaçao to elevate the singular rum.","Dry curaçao","7.5 ml",""
"BACARDĺ El Presidente No. 4","https://cdn.liquor.com/wp-content/uploads/2018/07/30151111/cuatro-presidente_sml_800x800.jpg","Don’t accept any substitute spirits for this simple rum-forward recipe. This cocktail not only showcases the versatility—and irresistibility—of BACARDĺ Añejo Cuatro rum. It uses sweet vermouth and dry curaçao to elevate the singular rum.","Angostura bitters","2 drops",""
"","","","","","Add all the ingredients into a mixing glass with ice and stir until very cold."
"","","","","","Strain into a coupe."
"","","","","","Garnish with an orange peel."
"Seeking the Rose","https://cdn.liquor.com/wp-content/uploads/2018/07/27104838/lucybeaugard-11.jpg","This is the recipe that won Cheyenne Haggard the Naked Grouse Cocktail Competition. It was inspired by the Denver bartender’s lifelong love of flowers and all the times she’d gone hunting for roses and wildflowers around Colorado.","Naked Grouse scotch whisky","60 ml",""
"Seeking the Rose","https://cdn.liquor.com/wp-content/uploads/2018/07/27104838/lucybeaugard-11.jpg","This is the recipe that won Cheyenne Haggard the Naked Grouse Cocktail Competition. It was inspired by the Denver bartender’s lifelong love of flowers and all the times she’d gone hunting for roses and wildflowers around Colorado.","Sweet oloroso cream sherry","22 ml",""
"Seeking the Rose","https://cdn.liquor.com/wp-content/uploads/2018/07/27104838/lucybeaugard-11.jpg","This is the recipe that won Cheyenne Haggard the Naked Grouse Cocktail Competition. It was inspired by the Denver bartender’s lifelong love of flowers and all the times she’d gone hunting for roses and wildflowers around Colorado.","Letherbee fernet","7.5 ml",""
