drinkName_name,drinkName_drinkImage,drinkName_about,drinkName_ingredients_ingredient,drinkName_ingredients_amount,drinkName_mix_how
RumDiary,https://cdn.liquor.com/wp-content/uploads/2018/07/17131236/Rum-Diary-720x720-recipe-no-filter.jpg,Youâ€™regoingtoneedsomefreshpineappleandqualityrumtobringtheRumDiarytolife.Shakeitalltogetherforacomplexandrefreshingrumcocktail.,AppletonEstateReserveBlendrum,30ml,
RumDiary,https://cdn.liquor.com/wp-content/uploads/2018/07/17131236/Rum-Diary-720x720-recipe-no-filter.jpg,Youâ€™regoingtoneedsomefreshpineappleandqualityrumtobringtheRumDiarytolife.Shakeitalltogetherforacomplexandrefreshingrumcocktail.,Cinzano1757vermouth,22ml,
RumDiary,https://cdn.liquor.com/wp-content/uploads/2018/07/17131236/Rum-Diary-720x720-recipe-no-filter.jpg,Youâ€™regoingtoneedsomefreshpineappleandqualityrumtobringtheRumDiarytolife.Shakeitalltogetherforacomplexandrefreshingrumcocktail.,Passionfruitliqueur,22ml,
RumDiary,https://cdn.liquor.com/wp-content/uploads/2018/07/17131236/Rum-Diary-720x720-recipe-no-filter.jpg,Youâ€™regoingtoneedsomefreshpineappleandqualityrumtobringtheRumDiarytolife.Shakeitalltogetherforacomplexandrefreshingrumcocktail.,Agavenectar,22ml,
,,,,,Muddlethepineapplechunksinamixingtin.
,,,,,Addtheremainingingredientsandiceandshakevigorously.
,,,,,StrainintoaCollinsglassovercrushedice.
,,,,,Garnishwithapineappleleaf.
MandevilleSession,https://cdn.liquor.com/wp-content/uploads/2018/07/17112312/Mandeville-Session-720x720-recipe-no-filter-1.jpg,"ThisdrinkwasinspiredbyJamaicaâ€™sfamousrumshacks,manyofwhichhangsignsstatingthattheownerintendstogetaliquorlicenseâ€œatthenextMandevillesession,â€ùreferringtothelegislativesessioninthecapitalofJamaicaâ€™sManchesterparish.MaryPalacâ€™scocktailistheraredrinkthatwouldfeelrightathomeatoneoftheserumshacks,aswellasanyswankbarintheworld.",AppletonEstateReserveBlendrum,45ml,
MandevilleSession,https://cdn.liquor.com/wp-content/uploads/2018/07/17112312/Mandeville-Session-720x720-recipe-no-filter-1.jpg,"ThisdrinkwasinspiredbyJamaicaâ€™sfamousrumshacks,manyofwhichhangsignsstatingthattheownerintendstogetaliquorlicenseâ€œatthenextMandevillesession,â€ùreferringtothelegislativesessioninthecapitalofJamaicaâ€™sManchesterparish.MaryPalacâ€™scocktailistheraredrinkthatwouldfeelrightathomeatoneoftheserumshacks,aswellasanyswankbarintheworld.",Campari,15ml,
MandevilleSession,https://cdn.liquor.com/wp-content/uploads/2018/07/17112312/Mandeville-Session-720x720-recipe-no-filter-1.jpg,"ThisdrinkwasinspiredbyJamaicaâ€™sfamousrumshacks,manyofwhichhangsignsstatingthattheownerintendstogetaliquorlicenseâ€œatthenextMandevillesession,â€ùreferringtothelegislativesessioninthecapitalofJamaicaâ€™sManchesterparish.MaryPalacâ€™scocktailistheraredrinkthatwouldfeelrightathomeatoneoftheserumshacks,aswellasanyswankbarintheworld.",Grapefruitjuice,30ml,
MandevilleSession,https://cdn.liquor.com/wp-content/uploads/2018/07/17112312/Mandeville-Session-720x720-recipe-no-filter-1.jpg,"ThisdrinkwasinspiredbyJamaicaâ€™sfamousrumshacks,manyofwhichhangsignsstatingthattheownerintendstogetaliquorlicenseâ€œatthenextMandevillesession,â€ùreferringtothelegislativesessioninthecapitalofJamaicaâ€™sManchesterparish.MaryPalacâ€™scocktailistheraredrinkthatwouldfeelrightathomeatoneoftheserumshacks,aswellasanyswankbarintheworld.",Freshlimejuice,15ml,
MandevilleSession,https://cdn.liquor.com/wp-content/uploads/2018/07/17112312/Mandeville-Session-720x720-recipe-no-filter-1.jpg,"ThisdrinkwasinspiredbyJamaicaâ€™sfamousrumshacks,manyofwhichhangsignsstatingthattheownerintendstogetaliquorlicenseâ€œatthenextMandevillesession,â€ùreferringtothelegislativesessioninthecapitalofJamaicaâ€™sManchesterparish.MaryPalacâ€™scocktailistheraredrinkthatwouldfeelrightathomeatoneoftheserumshacks,aswellasanyswankbarintheworld.",Demerarasyrup,15ml,
MandevilleSession,https://cdn.liquor.com/wp-content/uploads/2018/07/17112312/Mandeville-Session-720x720-recipe-no-filter-1.jpg,"ThisdrinkwasinspiredbyJamaicaâ€™sfamousrumshacks,manyofwhichhangsignsstatingthattheownerintendstogetaliquorlicenseâ€œatthenextMandevillesession,â€ùreferringtothelegislativesessioninthecapitalofJamaicaâ€™sManchesterparish.MaryPalacâ€™scocktailistheraredrinkthatwouldfeelrightathomeatoneoftheserumshacks,aswellasanyswankbarintheworld.","Prosecco,totop",,
,,,,,Addalltheingredientsexcepttheproseccotoashakerwithiceandshake.
,,,,,Strainintoachilledcoupe.
,,,,,Topwiththeprosecco.
,,,,,Garnishwithagrapefruitpeel.
FromtheCradletotheGrave,https://cdn.liquor.com/wp-content/uploads/2018/07/17105719/From-the-Cradle-to-the-Grave-720x720-recipe-no-filter.jpg,"ThisrecipewasinspiredbyMaryPalacâ€™striptoaJamaicanmarketandhowshefeltbeingsurroundedbyfreshlocalspices,particularlynutmeg.PalacdecidedtousebakingspicestocomplementthewarmthanddarkchocolatenotesofAppletonEstateRareBlend12-year-oldrum.Theresultingdrinkwillstaywithyouforalongtime.",AppletonEstateRareBlend12-year-oldrum,45ml,
FromtheCradletotheGrave,https://cdn.liquor.com/wp-content/uploads/2018/07/17105719/From-the-Cradle-to-the-Grave-720x720-recipe-no-filter.jpg,"ThisrecipewasinspiredbyMaryPalacâ€™striptoaJamaicanmarketandhowshefeltbeingsurroundedbyfreshlocalspices,particularlynutmeg.PalacdecidedtousebakingspicestocomplementthewarmthanddarkchocolatenotesofAppletonEstateRareBlend12-year-oldrum.Theresultingdrinkwillstaywithyouforalongtime.",Cynar,15ml,
FromtheCradletotheGrave,https://cdn.liquor.com/wp-content/uploads/2018/07/17105719/From-the-Cradle-to-the-Grave-720x720-recipe-no-filter.jpg,"ThisrecipewasinspiredbyMaryPalacâ€™striptoaJamaicanmarketandhowshefeltbeingsurroundedbyfreshlocalspices,particularlynutmeg.PalacdecidedtousebakingspicestocomplementthewarmthanddarkchocolatenotesofAppletonEstateRareBlend12-year-oldrum.Theresultingdrinkwillstaywithyouforalongtime.",Olorososherry,15ml,
FromtheCradletotheGrave,https://cdn.liquor.com/wp-content/uploads/2018/07/17105719/From-the-Cradle-to-the-Grave-720x720-recipe-no-filter.jpg,"ThisrecipewasinspiredbyMaryPalacâ€™striptoaJamaicanmarketandhowshefeltbeingsurroundedbyfreshlocalspices,particularlynutmeg.PalacdecidedtousebakingspicestocomplementthewarmthanddarkchocolatenotesofAppletonEstateRareBlend12-year-oldrum.Theresultingdrinkwillstaywithyouforalongtime.",Allspice/pimentodram,7.5ml,
FromtheCradletotheGrave,https://cdn.liquor.com/wp-content/uploads/2018/07/17105719/From-the-Cradle-to-the-Grave-720x720-recipe-no-filter.jpg,"ThisrecipewasinspiredbyMaryPalacâ€™striptoaJamaicanmarketandhowshefeltbeingsurroundedbyfreshlocalspices,particularlynutmeg.PalacdecidedtousebakingspicestocomplementthewarmthanddarkchocolatenotesofAppletonEstateRareBlend12-year-oldrum.Theresultingdrinkwillstaywithyouforalongtime.",Salinesolution(or1pinchofsalt),2drops,
,,,,,Addalltheingredientsintoamixingglasswithiceandstir.
,,,,,StrainintoachilledNick&Noraglass.
,,,,,Garnishwithgratednutmeg.
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",AzuÃ±iablancoorreposadoorganictequila,60ml,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",AzuÃ±iaorganicagavenectar,30ml,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",Freshlemonjuice,15ml,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",Freshlimejuice,15ml,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",Grapefruitjuice,7.5ml,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",Orangejuice,7.5ml,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",Dashofseasalt,,
CantaritoDeAmatitÃ¡n,https://cdn.liquor.com/wp-content/uploads/2018/06/14131121/azunia-summer-FlorentCantarito_720x720.jpg,"YoucanusuallyspotaCantaritobytheclaycup,butthatâ€™snotwhatmakesthisspinontherecipespecial.Thelime,grapefruitandorangeflavorsallplayoffofeachothertoperfection.",Grapefruitsoda,,
,,,,,Combinethefirstsixingredientsinanice-filledcocktailshakerandshakevigorouslyfor10seconds.
,,,,,Addthedashofseasalttothebottomofachilledpintglassandpourcontentsofshakerintoglass.
,,,,,Topoffwithgrapefruitsodaandgarnishwithanorangeslice.
CucumberCilantroMargarita,https://cdn.liquor.com/wp-content/uploads/2018/06/14125413/azunia-summer-Cucumber-Cilantro-Marg-New_720x720.jpg,ContributedbyShawnMonninofCoasterra,AzuÃ±iaorganicblancotequila,60ml,
CucumberCilantroMargarita,https://cdn.liquor.com/wp-content/uploads/2018/06/14125413/azunia-summer-Cucumber-Cilantro-Marg-New_720x720.jpg,ContributedbyShawnMonninofCoasterra,Cucumbersimplesyrup*,30ml,
CucumberCilantroMargarita,https://cdn.liquor.com/wp-content/uploads/2018/06/14125413/azunia-summer-Cucumber-Cilantro-Marg-New_720x720.jpg,ContributedbyShawnMonninofCoasterra,Limejuice,30ml,
CucumberCilantroMargarita,https://cdn.liquor.com/wp-content/uploads/2018/06/14125413/azunia-summer-Cucumber-Cilantro-Marg-New_720x720.jpg,ContributedbyShawnMonninofCoasterra,Freshcilantroleaves,5,
,,,,,Combineallingredientsinacocktailfilledwithiceandshakeuntilwell-chilled.
,,,,,Dumpintoachilledrocksglass.
,,,,,Garnishwithcucumberslicesandcilantrosprigs.
,,,,,*CucumberSimpleSyrup.
,,,,,"Juice1cucumberinaconicaljuicer,addequalpartssugarandstiruntildissolved."
IslayTimeinJalisco,https://cdn.liquor.com/wp-content/uploads/2018/06/14124332/azunia-summer-Islay-Meets-Jalisco_720x720.jpg,"SpiritsfromJalisco,MexicoandIslay,Scotlandmeetinthisperfectlybalancedcocktail.Butrememberthereâ€™smoretoitthangreattequilaandgoodscotch.",AzuÃ±iaAÃ±ejoTequila,60ml,
IslayTimeinJalisco,https://cdn.liquor.com/wp-content/uploads/2018/06/14124332/azunia-summer-Islay-Meets-Jalisco_720x720.jpg,"SpiritsfromJalisco,MexicoandIslay,Scotlandmeetinthisperfectlybalancedcocktail.Butrememberthereâ€™smoretoitthangreattequilaandgoodscotch.",ArdbegScotch,1barspoon,
IslayTimeinJalisco,https://cdn.liquor.com/wp-content/uploads/2018/06/14124332/azunia-summer-Islay-Meets-Jalisco_720x720.jpg,"SpiritsfromJalisco,MexicoandIslay,Scotlandmeetinthisperfectlybalancedcocktail.Butrememberthereâ€™smoretoitthangreattequilaandgoodscotch.",AmaroMontenegro,15ml,
IslayTimeinJalisco,https://cdn.liquor.com/wp-content/uploads/2018/06/14124332/azunia-summer-Islay-Meets-Jalisco_720x720.jpg,"SpiritsfromJalisco,MexicoandIslay,Scotlandmeetinthisperfectlybalancedcocktail.Butrememberthereâ€™smoretoitthangreattequilaandgoodscotch.",CarpanoAnticaformulavermouth,15ml,
IslayTimeinJalisco,https://cdn.liquor.com/wp-content/uploads/2018/06/14124332/azunia-summer-Islay-Meets-Jalisco_720x720.jpg,"SpiritsfromJalisco,MexicoandIslay,Scotlandmeetinthisperfectlybalancedcocktail.Butrememberthereâ€™smoretoitthangreattequilaandgoodscotch.",AZBittersLabSunshinebitters,2dashes,
,,,,,Addallingredientstoanice-filledmixingglassandstiruntilwell-chilled.
,,,,,Strainintorocksglassfilledwithfreshiceandgarnishwithanorangepeel.
WhiteHotAmericanSummer,https://cdn.liquor.com/wp-content/uploads/2018/06/14122549/azunia-summer-White-Hot-American-Summer_720x720.jpg,"Thecombinationoftequilaandscotchmayhavesomedrinkersalittlewary,butthisboldandoriginalcocktailshouldberecognizedasaclassicsoon.",AzuÃ±iaAÃ±ejoTequila,45ml,
WhiteHotAmericanSummer,https://cdn.liquor.com/wp-content/uploads/2018/06/14122549/azunia-summer-White-Hot-American-Summer_720x720.jpg,"Thecombinationoftequilaandscotchmayhavesomedrinkersalittlewary,butthisboldandoriginalcocktailshouldberecognizedasaclassicsoon.",Laphroaigscotch,15ml,
WhiteHotAmericanSummer,https://cdn.liquor.com/wp-content/uploads/2018/06/14122549/azunia-summer-White-Hot-American-Summer_720x720.jpg,"Thecombinationoftequilaandscotchmayhavesomedrinkersalittlewary,butthisboldandoriginalcocktailshouldberecognizedasaclassicsoon.",ReÃ¡lpeachpuree,22ml,
WhiteHotAmericanSummer,https://cdn.liquor.com/wp-content/uploads/2018/06/14122549/azunia-summer-White-Hot-American-Summer_720x720.jpg,"Thecombinationoftequilaandscotchmayhavesomedrinkersalittlewary,butthisboldandoriginalcocktailshouldberecognizedasaclassicsoon.",Freshlemonjuice,22ml,
,,,,,Shakeallingredientsinanice-filledshakeruntilcombined.
,,,,,Strainintoachilledrocksglass.
,,,,,Garnishwithmintsprigs.
QueBueno,https://cdn.liquor.com/wp-content/uploads/2018/06/14120928/azunia-summer-Que-Bueno_720x720.jpg,Thisirresistibleapricotcocktailhasreallyearneditsname.Serveittofriendsasthesungoesdownsotheycanseejusthowgooditis.,AzuÃ±iaorganicblancotequila,60ml,
QueBueno,https://cdn.liquor.com/wp-content/uploads/2018/06/14120928/azunia-summer-Que-Bueno_720x720.jpg,Thisirresistibleapricotcocktailhasreallyearneditsname.Serveittofriendsasthesungoesdownsotheycanseejusthowgooditis.,Apricotsyrup,15ml,
QueBueno,https://cdn.liquor.com/wp-content/uploads/2018/06/14120928/azunia-summer-Que-Bueno_720x720.jpg,Thisirresistibleapricotcocktailhasreallyearneditsname.Serveittofriendsasthesungoesdownsotheycanseejusthowgooditis.,Whiteport,15ml,
QueBueno,https://cdn.liquor.com/wp-content/uploads/2018/06/14120928/azunia-summer-Que-Bueno_720x720.jpg,Thisirresistibleapricotcocktailhasreallyearneditsname.Serveittofriendsasthesungoesdownsotheycanseejusthowgooditis.,Freshlemonjuice,15ml,
QueBueno,https://cdn.liquor.com/wp-content/uploads/2018/06/14120928/azunia-summer-Que-Bueno_720x720.jpg,Thisirresistibleapricotcocktailhasreallyearneditsname.Serveittofriendsasthesungoesdownsotheycanseejusthowgooditis.,Tonicwater,,
,,,,,Pourthefirstfouringredientsintoawineglassfilledwithice.
,,,,,Topoffwithtonicwater.
,,,,,Garnishwiththymeandanorangewheel.
KiwiAppleReposadoPop,https://cdn.liquor.com/wp-content/uploads/2018/06/14115314/azunia-summer-Kiwi-popsicle_720x720.jpg,ContributedbySuperChunkSweetsandTreats,RealKiwisyrup,11âÅ„4cup,
KiwiAppleReposadoPop,https://cdn.liquor.com/wp-content/uploads/2018/06/14115314/azunia-summer-Kiwi-popsicle_720x720.jpg,ContributedbySuperChunkSweetsandTreats,RealApplesyrup,11âÅ„4cup,
KiwiAppleReposadoPop,https://cdn.liquor.com/wp-content/uploads/2018/06/14115314/azunia-summer-Kiwi-popsicle_720x720.jpg,ContributedbySuperChunkSweetsandTreats,Water,1cup,
KiwiAppleReposadoPop,https://cdn.liquor.com/wp-content/uploads/2018/06/14115314/azunia-summer-Kiwi-popsicle_720x720.jpg,ContributedbySuperChunkSweetsandTreats,Lemonjuice,1tbsp,
KiwiAppleReposadoPop,https://cdn.liquor.com/wp-content/uploads/2018/06/14115314/azunia-summer-Kiwi-popsicle_720x720.jpg,ContributedbySuperChunkSweetsandTreats,AzuÃ±iareposadoorganictequila,1âÅ„4cup,
,,,,,"Mixalltheingredientsinalargebowl.Usingafunnel,pourÂ_cupofliquidintoanicepopbag."
,,,,,"Tieaknotonthetop,whilesqueezingoutexcessair."
,,,,,Placeinthefreezerovernight.
,,,,,Clipofftheknottedportionofthebagtoenjoy.
SummertimeTippling,https://cdn.liquor.com/wp-content/uploads/2018/06/14113236/azunia-Summertime-Tippling_720x720.jpg,"Howdoyouimproveonthecombinationofcucumber,strawberries,gingerandmint?Itâ€™ssimple.Addorganictequila,shakeitallupandserveitatyournextgettogether.",Freshcucumberslice,1,
SummertimeTippling,https://cdn.liquor.com/wp-content/uploads/2018/06/14113236/azunia-Summertime-Tippling_720x720.jpg,"Howdoyouimproveonthecombinationofcucumber,strawberries,gingerandmint?Itâ€™ssimple.Addorganictequila,shakeitallupandserveitatyournextgettogether.",AzuÃ±iaorganicblancoorreposadotequila,45ml,
SummertimeTippling,https://cdn.liquor.com/wp-content/uploads/2018/06/14113236/azunia-Summertime-Tippling_720x720.jpg,"Howdoyouimproveonthecombinationofcucumber,strawberries,gingerandmint?Itâ€™ssimple.Addorganictequila,shakeitallupandserveitatyournextgettogether.",Freshlemonjuice,15ml,
SummertimeTippling,https://cdn.liquor.com/wp-content/uploads/2018/06/14113236/azunia-Summertime-Tippling_720x720.jpg,"Howdoyouimproveonthecombinationofcucumber,strawberries,gingerandmint?Itâ€™ssimple.Addorganictequila,shakeitallupandserveitatyournextgettogether.",ReÃ¡lstrawberrypuree,15ml,
